,crop_time,image_time,human_len,ai_len,prob,similarity,correct
2536,8.91,52.03804651653393,6,5,0.9729162454605104,0.9090909090909092,0
2537,3.474,20.289581773113234,5,5,0.999556839466095,1.0,0
2538,1.818,10.617864036706925,4,4,0.9998537302017212,1.0,0
2539,2.093,12.223976583513528,7,7,0.99954354763031,1.0,0
2540,2.666,15.570531090132375,1,1,0.9982820749282836,1.0,0
2541,3.18,17.493529411764705,7,7,0.9889052510261536,1.0,0
2542,2.147,11.810882907880133,10,10,0.9191086888313292,1.0,1
2543,3.809,20.95372752497225,10,9,0.9997246861457824,0.9473684210526316,0
2544,1.676,9.219860155382909,10,9,0.9974047541618348,0.9473684210526316,0
2545,3.75,18.45582123905121,5,5,0.9934693574905396,1.0,0
2546,2.889,14.218364682565054,4,4,0.9143471717834472,0.75,0
2547,1.203,5.920627453487629,7,7,0.9991521835327148,1.0,0
2548,1.495,7.3577207339684145,12,12,0.9031699895858764,0.9166666666666666,0
2549,1.912,9.410008055750911,10,10,0.8908125162124634,0.9,0
2550,1.738,8.553657950258934,9,8,0.9482954144477844,0.9411764705882352,0
2551,1.517,7.465994885237517,4,4,0.9956848621368408,1.0,0
2552,1.137,5.595804999680328,4,5,0.992996871471405,0.8888888888888888,0
2553,3.108,24.299847509025273,5,5,0.7747573256492615,1.0,0
2554,0.94,7.349374729241878,3,3,0.9578880071640016,1.0,0
2555,0.777,6.074961877256318,6,7,0.9234738945961,0.7692307692307693,0
2556,1.135,8.873979061371841,6,6,0.9966315031051636,1.0,0
2557,0.965,7.544836823104694,6,6,0.9998955726623536,1.0,0
2558,1.184,6.235183682421319,5,5,0.9959108233451844,0.8,0
2559,1.485,7.820310615199034,6,6,0.9999879598617554,1.0,0
2560,7.478,39.38066180502248,4,4,0.9999957084655762,1.0,0
2561,0.98,5.160878385787916,4,4,0.999808669090271,1.0,0
2562,1.27,6.688077091786379,13,12,0.9996709823608398,0.96,0
2563,1.183,6.229917479986843,9,8,0.9252831935882568,0.9411764705882352,0
2564,2.935,15.456304145191357,17,17,0.9303152561187744,0.9411764705882352,0
2565,1.723,9.073666794604671,2,2,0.9434181451797484,0.5,0
2566,1.401,9.536784607232748,4,4,0.9999441504478456,1.0,0
2567,1.761,11.98735024506557,16,14,0.9975751638412476,0.9333333333333332,0
2570,1.225,8.338730295403364,7,7,0.9833099842071532,1.0,0
2571,2.867,14.287037984648693,10,10,0.9999608993530272,1.0,0
2572,1.178,5.870293249360362,12,10,0.8834546208381653,0.7272727272727273,0
2573,1.036,5.162668765990947,9,8,0.8712669610977173,0.8235294117647058,0
2574,1.258,4.538000752890563,4,4,0.943781852722168,0.25,0
2575,1.115,4.022154880344178,7,7,0.9926371574401855,0.14285714285714285,0
2576,2.059,7.427459101909115,7,7,0.8668845891952515,1.0,0
2577,1.182,4.263844904544232,6,6,0.6390369534492493,1.0,0
2578,7.056,25.453206130680293,9,8,0.8901900053024292,0.9411764705882352,0
2579,2.231,8.047917074482388,13,12,0.9991471767425536,0.96,0
2580,1.441,5.198139177198172,6,6,0.9999889135360718,1.0,0
2581,0.983,3.5459894595321324,4,4,0.9228307008743286,1.0,0
2582,1.386,8.084445978356245,4,4,0.7565533518791199,1.0,0
2583,1.327,7.740302895583503,4,4,0.9901888370513916,1.0,0
2584,1.228,7.162842468558058,7,7,0.987196445465088,1.0,0
2585,1.195,6.970355659549576,6,6,0.9969503283500672,1.0,0
2586,1.52,8.86605908160281,10,10,0.9998788237571716,1.0,0
2587,1.211,7.063682597250658,13,13,0.9963851571083068,1.0,0
2588,1.12,6.532885639075754,11,6,0.917873203754425,0.7058823529411765,0
2589,1.968,11.47921333723311,10,9,0.9908031821250916,0.9473684210526316,0
2590,1.28,7.4661550160865735,11,10,0.9524842500686646,0.9523809523809524,0
2591,2.416,14.092367592863413,3,3,0.8859826922416687,0.6666666666666666,0
2592,1.196,6.976188593155895,7,7,0.9843831658363342,1.0,0
2593,1.248,7.279501140684411,16,16,0.9356526136398317,0.9375,0
2594,0.863,3.331725170954087,1,5,0.8103938102722168,0.0,1
2595,0.386,1.4902038423966135,1,10,0.4473141133785248,0.0,1
2596,0.459,1.772029957668512,1,10,0.3663825988769531,0.0,1
2597,1.363,5.2620410289807875,1,7,0.32834333181381226,0.0,1
2598,5.811,27.14038012709417,6,6,0.98872709274292,1.0,0
2599,1.422,6.641476603119584,14,13,0.9542505741119384,0.9629629629629628,0
2600,1.037,4.843327171191989,4,4,0.9897502660751344,1.0,0
2601,2.51,11.723000192566916,6,6,0.999914288520813,1.0,0
2602,1.26,5.884852686308492,8,8,0.9999847412109376,1.0,0
2603,1.346,6.286517234739073,13,13,0.9954914450645448,0.9230769230769232,0
2605,1.057,6.545597968069665,7,7,0.9896447062492372,1.0,0
2606,1.306,8.08756002488078,10,10,0.9995909929275512,1.0,0
2608,1.707,10.570800124403897,9,9,0.9993506669998168,1.0,0
2609,1.232,7.629306240928882,7,7,0.9997575283050536,1.0,0
2610,1.262,7.815084801990461,13,12,0.958669126033783,0.0,0
2611,1.051,6.508442255857352,5,5,0.9999613165855408,1.0,0
2612,0.909,5.629090400165872,7,7,0.9999655485153198,1.0,0
2613,6.174,27.055499648958577,5,5,0.6053981781005859,1.0,0
2614,1.871,8.199034636087058,4,4,0.945582389831543,1.0,0
2615,2.473,10.837099227708872,10,10,0.9894202351570128,1.0,0
2616,2.618,11.472513456587878,9,9,0.9999114274978638,1.0,0
2617,1.795,7.865989936812545,5,5,0.9996215105056764,1.0,0
2619,1.064,4.597149958574979,11,10,0.9967107772827148,0.0,1
2620,1.143,4.938479701739851,6,7,0.9999340772628784,0.0,1
2621,1.202,5.193396851698426,11,10,0.9851590991020204,0.0,1
2622,0.818,3.534275062137531,5,8,0.997203290462494,0.0,1
2623,0.817,3.529954432477216,5,7,0.9758144617080688,0.0,1
2624,0.991,4.281743993371997,10,6,0.9998766183853148,0.0,1
2625,1.96,8.791261820613242,5,5,0.9995792508125304,1.0,0
2626,2.414,10.827605119877735,5,5,0.9990176558494568,1.0,0
2627,2.305,10.338703314547713,5,5,0.9999413490295409,1.0,0
2630,2.655,22.07447887154138,4,4,0.8760790228843689,0.25,0
2631,3.627,30.155983000783653,7,7,0.9990979433059692,1.0,0
2632,3.735,31.053927904032797,15,10,0.7760546207427979,0.48,0
2633,2.689,22.35716522997167,7,7,0.999894380569458,1.0,1
2634,1.922,15.980093555970825,11,10,0.8936220407485962,0.9523809523809524,0
2635,1.961,16.30435143769968,12,9,0.4343435764312744,0.7619047619047619,1
2636,8.0,22.51724631458423,13,12,0.9916328191757202,0.96,0
2637,1.773,4.990384714469729,7,7,0.97501403093338,1.0,0
2638,2.503,7.045083440675541,7,7,0.9652385115623474,1.0,0
2639,1.698,4.779285530270502,12,10,0.9987468719482422,0.8181818181818182,0
2640,1.027,9.486638250254323,15,13,0.4562961161136627,0.07142857142857142,0
2641,1.13,10.438073245167853,6,6,0.9999779462814332,1.0,0
2642,1.322,12.211621973550356,11,11,0.9241052269935608,1.0,0
2643,1.436,13.264666531027466,7,7,0.9808919429779052,0.0,0
2644,1.231,9.16945199251137,8,8,0.9817448854446412,0.875,1
2645,3.448,25.68340411874833,4,4,0.9790918827056884,1.0,0
2647,2.339,17.422703664081304,5,5,0.999971091747284,0.8,0
2648,1.43,10.651759828831239,11,11,0.9005191922187805,1.0,0
2649,1.136,8.461817598288311,7,8,0.9997533559799194,0.9333333333333332,1
2650,1.392,9.814125944584385,11,10,0.894565224647522,0.7619047619047619,0
2651,1.072,7.558005037783377,8,7,0.962498426437378,0.8,0
2652,1.241,8.749518891687657,10,10,0.9999855160713196,1.0,0
2653,1.059,7.466350125944584,14,15,0.6152453422546387,0.0,0
2654,2.233,8.556251182033096,4,4,0.8640616536140442,1.0,0
2655,3.566,13.663946133063156,3,3,0.2761905491352081,1.0,0
2656,2.025,7.759251519756838,6,6,0.9989776015281676,1.0,0
2657,1.841,7.054213356973995,4,4,0.9857457280158995,1.0,0
2659,2.452,15.529686942978282,5,5,0.9991074800491332,1.0,0
2660,1.259,7.973848230509649,6,6,0.9989910125732422,1.0,0
2661,2.412,15.276347841135244,16,14,0.8564584851264954,0.7333333333333333,0
2663,1.239,7.847178679588129,12,11,0.929218590259552,0.9565217391304348,0
2665,2.049,14.369264857666058,11,11,0.9439616203308104,0.9090909090909092,0
2666,1.54,10.799740302979854,8,8,0.9999918341636658,1.0,0
2667,1.334,9.355099716996838,6,5,0.9999852180480956,0.9090909090909092,0
2669,7.98,29.38877354216556,9,9,0.9980711340904236,1.0,0
2670,2.665,9.814671865898648,7,7,0.9943931698799132,1.0,0
2671,1.949,7.177784415248204,5,5,0.931120991706848,1.0,1
2672,2.857,10.521770176687594,13,12,0.9940189719200134,0.96,0
2673,3.344,16.767102763997162,8,8,0.9999226331710817,1.0,0
2674,1.307,6.55341008150248,9,8,0.92434161901474,0.8235294117647058,0
2675,1.12,5.615776045357901,11,12,0.846693754196167,0.8695652173913043,0
2677,0.666,3.339381112686038,8,7,0.9402310252189636,0.9333333333333332,0
2678,2.005,10.053241938341602,6,6,0.8905009627342224,0.8333333333333334,0
2679,1.307,6.55341008150248,4,4,0.9973990321159364,1.0,0
2680,4.777,21.3363266621072,15,13,0.8528138399124146,0.7142857142857143,0
2681,3.48,15.54331521543501,7,6,0.9996135234832764,0.9230769230769232,0
2682,2.903,12.96616208919765,5,5,0.9999977350234984,1.0,0
2683,4.175,18.64751178863252,9,8,0.9988380074501038,0.9411764705882352,0
2684,4.007,17.897144847197723,7,7,0.9962214231491088,1.0,0
2685,2.728,12.18452985853641,4,8,0.9979594945907592,0.6666666666666666,0
2686,5.711,25.508009538893486,19,16,0.6263184547424316,0.8571428571428571,0
2687,1.674,9.524131602960558,7,7,0.9998953342437744,1.0,0
2688,2.098,11.936456453411743,5,5,0.5427277684211731,1.0,1
2689,1.963,11.168381324140729,9,9,0.9999745488166808,1.0,0
2690,2.028,11.538195275271216,12,12,0.9999126195907592,1.0,1
2691,2.1,11.947835344215758,18,16,0.9969201087951659,0.9411764705882352,0
2692,6.735,24.688165709362437,4,4,0.9861732125282288,1.0,0
2693,2.171,7.958130327398046,3,3,0.9927496910095216,1.0,0
2694,4.26,15.61567719701321,9,9,0.9993934631347656,1.0,0
2695,2.487,9.116476335439403,7,7,0.9564542770385742,1.0,0
2696,1.757,6.440550430786904,14,12,0.9818462133407592,0.9230769230769232,1
2697,1.292,7.126247033811123,8,7,0.9996658563613892,0.8,1
2698,2.691,14.842670873053974,6,6,0.9996790885925292,1.0,0
2699,1.702,9.387672176119608,11,10,0.9996103644371032,0.9523809523809524,0
2700,3.181,17.545349701666552,16,14,0.8282236456871033,0.0,0
2701,1.272,7.015933612235101,14,13,0.9815013408660888,0.9629629629629628,0
2702,1.432,7.89844098484329,9,8,0.9753755927085876,0.9411764705882352,0
2703,1.413,7.7936432343460655,12,10,0.9843468666076659,0.9090909090909092,0
2704,1.598,8.814042383924285,2,2,0.5226153135299683,1.0,0
2705,3.58,17.686333362165904,7,7,0.9393948316574096,1.0,0
2706,2.451,12.10871594152755,6,6,0.8378225564956665,1.0,0
2707,2.689,13.284511287950869,14,13,0.9771928787231444,0.9629629629629628,0
2708,2.841,14.035439408355678,18,16,0.9783243536949158,0.9411764705882352,0
2709,0.959,3.563104601161041,9,8,0.9959836602211,0.8235294117647058,0
2710,0.742,2.756854654912922,4,4,0.9998536109924316,1.0,0
2711,0.953,3.540811975919157,11,11,0.9976953268051147,1.0,0
2712,4.741,17.614889378628252,8,6,0.7925763130187988,0.42857142857142855,0
2713,0.837,3.1098212212427443,6,6,0.9997683763504028,1.0,0
2714,3.653,18.40316302022224,6,5,0.9996528029441832,0.9090909090909092,0
2715,4.913,24.750818482987093,11,10,0.9247720241546632,0.9523809523809524,0
2716,4.391,22.121075505555943,8,8,0.9999956488609314,1.0,0
2718,0.414,2.081565340909091,1,5,0.30559277534484863,0.0,1
2719,0.419,2.106705018939394,1,8,0.2011188119649887,0.0,1
2720,0.383,1.9256993371212119,1,13,0.347483903169632,0.0,1
2721,0.436,2.1921799242424247,1,12,0.4210234582424164,0.0,1
2722,0.46,2.312850378787879,2,11,0.3070465624332428,0.0,1
2723,2.232,15.44501042502005,4,4,0.998258888721466,1.0,0
2724,4.079,28.225894947874902,3,3,0.991896629333496,1.0,0
2725,2.464,17.050405773857257,13,13,0.9350473880767822,0.9230769230769232,0
2726,1.949,13.486704891740175,12,6,0.9072977900505066,0.6666666666666666,0
2727,2.534,17.534792301523655,10,8,0.952478528022766,0.8888888888888888,0
2728,2.202,15.237416198877305,7,7,0.9999492168426514,1.0,0
2729,3.245,22.454775461106657,13,12,0.8271242380142212,0.88,0
2730,1.878,13.498391501783978,6,6,0.996163249015808,1.0,0
2731,1.365,9.811131203373336,8,8,0.999817669391632,1.0,0
2732,1.31,9.41581089847551,8,8,0.9960710406303406,1.0,0
2733,1.613,11.593666396367173,9,13,0.95931476354599,0.5454545454545454,1
2734,1.895,8.545603321575543,8,8,0.9997981786727904,1.0,0
2735,1.424,6.421603762492651,6,6,0.9958547353744508,1.0,0
2736,2.014,9.082240152851263,6,6,0.9996660947799684,1.0,0
2737,1.471,6.633552763080541,7,7,0.7791714072227478,1.0,1
2738,1.515,6.07585004359198,5,7,0.9941726326942444,0.0,1
2739,1.042,4.178901482127289,7,9,0.9966047406196594,0.0,1
2740,0.951,3.8139494333042716,8,8,0.9997104406356812,0.125,1
2741,1.022,4.0986922406277255,8,6,0.9987251162528992,0.0,1
2742,1.205,4.832606800348736,6,7,0.7760847806930542,0.0,1
2743,1.102,6.4634256082967685,6,6,0.883388102054596,1.0,0
2744,1.081,6.340256880733945,4,3,0.900859832763672,0.8571428571428571,0
2745,0.839,4.920883925009972,7,1,0.06297031790018083,0.0,0
2746,0.848,4.973670522536896,4,3,0.5435114502906799,0.8571428571428571,0
2747,1.144,6.709763063422417,6,6,0.9999136328697203,0.8333333333333334,0
2748,0.986,5.5130673076923085,4,4,0.9988982677459716,1.0,0
2749,0.988,5.52425,4,4,0.744887113571167,1.0,0
2750,1.004,5.613711538461539,14,13,0.9582676887512208,0.9629629629629628,0
2751,1.098,6.139298076923077,11,10,0.7792863249778748,0.8571428571428571,0
2752,1.291,7.218427884615385,9,9,0.9967954754829408,0.0,0
2753,0.94,5.255865384615385,5,5,0.9992136955261229,1.0,0
2754,1.216,6.799076923076923,3,3,0.91836279630661,0.6666666666666666,0
2755,1.105,6.1784375,7,7,0.9998400807380676,1.0,0
2756,1.44,8.051538461538462,6,6,0.9897221326828004,1.0,0
2757,1.164,6.508326923076924,4,4,0.6388974189758301,1.0,0
2758,0.991,6.315725361930296,6,6,0.9999690055847168,1.0,0
2759,1.231,7.845265308310992,14,12,0.8423108458518982,0.6923076923076923,0
2760,1.598,10.184186809651475,13,13,0.8325044512748718,0.8461538461538461,0
2763,2.799,20.04875,15,14,0.9998814463615416,0.9655172413793104,0
2764,2.405,17.22659655234012,6,5,0.9850285649299622,0.9090909090909092,0
2765,3.263,23.372301268310107,15,14,0.9903011918067932,0.9655172413793104,0
2766,1.782,12.764155948553054,15,14,0.9230711460113524,0.8965517241379308,0
2767,0.947,6.783196230796712,2,2,0.7640478014945984,1.0,0
2768,2.825,17.86086329638641,4,4,0.9856690168380736,1.0,0
2769,1.08,6.828223844282239,8,8,0.9999613761901855,1.0,0
2770,1.003,6.341396773902857,8,8,0.9999598264694214,1.0,0
2771,1.15,7.270793908263495,7,7,0.9927636384963988,1.0,0
2772,1.13,7.1443453185545645,5,5,0.9998175501823424,1.0,0
2773,1.124,7.106410741641884,6,6,0.9996125102043152,1.0,0
2774,1.794,11.342438496891049,8,6,0.8348314166069031,0.7142857142857143,0
2775,0.991,6.265527620077499,2,2,0.7907063961029053,0.0,0
2776,1.37,5.408630504833513,6,6,0.9999820590019226,1.0,0
2777,2.734,10.793573576799139,6,5,0.9792802929878236,0.9090909090909092,0
2778,1.999,7.891863050483352,5,5,0.9999582171440125,1.0,0
2779,1.345,5.309932867883996,4,4,0.9929570555686952,1.0,0
2780,3.431,12.766946799543856,8,8,0.92523854970932,0.875,0
2781,1.524,5.670890971292578,7,7,0.9446390867233276,1.0,0
2782,5.536,20.59977192721503,12,11,0.940830945968628,0.9565217391304348,0
2783,1.38,5.135058753532649,5,6,0.8971418142318726,0.9090909090909092,0
2785,1.535,5.711822599038127,8,8,0.9999130964279176,1.0,0
2786,1.07,6.079347694437235,7,7,0.990214467048645,0.8571428571428571,0
2787,1.999,11.357585085214984,8,8,0.4311236143112183,0.875,0
2788,1.647,9.357650142745912,6,6,0.9987280368804932,1.0,0
2789,2.88,16.36310407474695,10,10,0.9999602437019348,1.0,0
2790,1.151,6.539559996539492,7,7,0.9999895095825196,1.0,0
2791,1.036,5.886172160221472,15,14,0.981307864189148,0.9655172413793104,0
2792,1.776,10.090580846093951,17,16,0.8542509078979492,0.7878787878787878,0
2793,1.549,10.555056852863936,8,8,0.984399437904358,0.875,0
2794,1.013,6.902693732699269,12,11,0.9935377836227416,0.9565217391304348,0
2795,1.437,9.791876499396693,20,19,0.8813279867172241,0.9230769230769232,0
2796,3.635,24.76929093619136,5,5,0.9991903305053712,1.0,0
2797,1.235,8.415426219036128,8,8,0.9998995661735536,1.0,0
2798,1.486,10.125767904038613,18,19,0.9160395264625548,0.8648648648648649,1
2799,1.092,7.441008446305628,3,3,0.4708257019519806,1.0,0
2800,1.09,7.427380225708,3,3,0.9761295318603516,1.0,0
2801,1.552,10.57549918376038,8,8,0.9984189867973328,1.0,0
2802,1.188,5.237174936921783,7,7,0.9290018677711488,1.0,0
2803,4.522,19.93476857303056,4,4,0.988544225692749,1.0,0
2805,2.683,11.827727572189517,8,8,0.9997564554214478,1.0,0
2806,1.802,7.94393033361368,5,5,0.9999672770500184,0.8,0
2807,1.907,8.406811956826465,11,11,0.894496738910675,0.18181818181818185,0
2808,0.988,7.469838061925121,15,10,0.7918136715888977,0.08,0
2809,1.859,14.055090037569636,10,9,0.9518755078315736,0.0,0
2810,1.776,13.427563155849203,7,7,0.9999825358390808,1.0,0
2811,1.456,11.008182407047544,13,13,0.9378039836883544,1.0,0
2812,1.64,12.399326337608498,12,11,0.906782329082489,0.0,0
2813,1.039,4.803161049272203,4,4,0.9565654993057252,1.0,0
2814,3.954,18.27882462831789,11,10,0.9828903079032898,0.9523809523809524,0
2815,6.213,28.721886043434264,7,6,0.9948400259017944,0.9230769230769232,0
2816,1.641,7.586128278975637,10,10,0.9990875124931335,1.0,0
2817,1.133,5.095445017584995,6,6,0.9999657869338988,1.0,0
2818,2.253,10.13242508792497,4,2,0.12408976256847383,0.0,0
2819,0.879,3.953129894490035,11,11,0.9268947243690492,0.8181818181818182,0
2820,2.378,14.014438040345823,7,7,0.995296835899353,0.0,1
2821,1.169,6.88935158501441,6,9,0.9977664947509766,0.0,1
2822,1.061,6.252867435158501,6,7,0.9949682354927064,0.3076923076923077,1
2823,1.096,6.4591354466858775,7,4,0.996861219406128,0.18181818181818185,1
2824,1.121,6.606469740634007,6,8,0.9826923608779908,0.0,1
2825,1.156,6.812737752161384,7,8,0.944807231426239,0.26666666666666666,1
2826,1.279,7.2501270577105,5,5,0.9967353940010072,1.0,0
2827,1.068,6.05405449385052,3,3,0.9878348708152772,0.0,0
2828,1.008,5.713939072847682,8,8,0.9993102550506592,1.0,0
2829,2.733,15.492257426679283,7,7,0.9329756498336792,0.8571428571428571,0
2830,1.168,6.620913528855252,7,7,0.999971568584442,1.0,0
2831,1.371,7.7716373699148535,18,17,0.9914200901985168,0.9714285714285714,0
2832,0.939,5.322806338694418,6,6,0.9999626874923706,1.0,0
2833,1.004,5.691264711447493,9,9,0.9999107718467712,1.0,0
2834,2.175,17.471538894447217,10,9,0.9984511137008668,0.9473684210526316,0
2836,2.143,17.21448636818409,5,5,0.9997040033340454,1.0,0
2837,1.472,11.824416208104052,3,3,0.9884513616561891,1.0,0
2838,0.746,4.027067857142857,6,5,0.999987244606018,0.9090909090909092,0
2839,1.128,6.089185714285715,6,6,0.9990982413291932,1.0,0
2840,1.041,5.619541071428571,5,5,0.9836254119873048,1.0,0
2841,1.565,8.448205357142857,6,6,0.9976167678833008,1.0,0
2842,1.34,6.712773440710001,12,11,0.9670086503028871,0.9565217391304348,0
2843,1.469,7.359003122688797,8,8,0.9997443556785583,1.0,0
2844,1.005,5.034580080532502,5,5,0.9998540282249452,1.0,0
2845,1.247,6.246886925795054,6,6,0.9998615980148317,1.0,0
2846,1.311,6.567497000575232,4,4,0.996160924434662,1.0,0
2847,1.136,5.690828827348178,7,7,0.9995311498641968,1.0,0
2848,1.164,5.831095735064509,7,8,0.9036943316459656,0.9333333333333332,0
2849,2.351,11.777410715753145,8,7,0.9934685826301576,0.9333333333333332,0
2850,1.146,5.740924151532583,6,6,0.9999324679374696,1.0,0
2851,1.275,9.32689422893178,11,11,0.8671730160713196,0.9090909090909092,0
2852,1.102,8.061362698261037,10,10,0.9751076698303224,1.0,0
2853,1.834,13.41609726734187,11,10,0.9913854002952576,0.9523809523809524,0
2854,1.439,10.526588859163004,10,10,0.9922605752944946,1.0,0
2855,1.244,9.10012268297344,9,9,0.9999828338623048,1.0,0
2856,1.229,8.99039451557424,20,19,0.9700668454170228,0.8717948717948718,0
2857,1.247,9.122068316453277,4,4,0.9145773649215698,1.0,0
2858,1.096,8.017471431301358,2,3,0.9825739860534668,0.8,0
2859,2.499,13.612281642794503,6,3,0.3758962750434876,0.0,0
2860,5.211,28.384793773750367,5,3,0.5056986808776855,0.0,0
2861,4.033,21.96811999415376,6,6,0.9440687894821168,1.0,0
2862,1.941,10.572804589301372,4,4,0.5747033357620239,0.0,0
2863,2.885,18.76988949483352,11,11,0.9993056654930116,1.0,0
2864,3.484,22.667,18,16,0.999419093132019,0.9411764705882352,0
2865,4.083,26.564110505166475,16,15,0.9600380063056946,0.7096774193548387,0
2866,2.455,11.949025631768952,12,11,0.9324278831481934,0.9565217391304348,0
2867,2.01,9.783112635379062,9,8,0.8082570433616638,0.8235294117647058,0
2868,2.584,12.576897039711191,10,8,0.8565191030502319,0.7777777777777778,0
2869,2.034,9.899925920577617,13,12,0.9912914037704468,0.96,0
2870,4.767,23.202038772563174,7,7,0.9801669716835022,0.14285714285714285,0
2871,0.341,2.997986513288377,1,6,0.2219284027814865,0.0,1
2872,0.459,4.035412931376438,1,4,0.676979660987854,0.0,1
2873,0.392,3.44636572788576,1,10,0.3778192698955536,0.0,1
2874,0.463,4.070579928599761,1,1,0.36180636286735535,0.0,1
2875,0.479,4.211247917493058,1,3,0.4609540402889252,0.0,1
2876,0.387,3.4024069813566054,1,13,0.3796880543231964,0.0,1
2877,1.466,6.525502625034541,5,5,0.9999128580093384,1.0,0
2878,2.001,8.906910472506217,3,3,0.9504979848861694,1.0,0
2879,2.037,9.067154738878143,7,7,0.9853917956352234,1.0,0
2880,1.923,8.55971456203371,9,8,0.987228512763977,0.9411764705882352,0
2881,1.795,7.9899571704890855,12,12,0.9814933538436891,1.0,0
2882,1.635,7.277760431058304,6,6,0.9615435600280762,1.0,0
2883,1.871,9.733853739709229,9,9,0.9977495670318604,1.0,0
2884,1.763,9.171985111227889,14,13,0.9764125347137452,0.9629629629629628,0
2885,2.075,10.795161149062883,18,17,0.9142112135887146,0.9714285714285714,1
2886,0.358,3.372334519572953,1,12,0.7630175948143005,0.0,1
2887,0.422,3.975209964412812,1,3,0.3942021727561951,0.0,1
2888,0.347,3.268715302491103,1,7,0.2864856719970703,0.0,1
2889,0.342,3.221615658362989,1,3,0.540064811706543,0.0,1
2890,0.387,3.645512455516014,1,5,0.9845987558364868,0.0,1
2891,0.392,3.6926120996441276,1,1,0.9666269421577454,0.0,1
2892,1.245,10.103378119001919,14,12,0.993005633354187,0.8461538461538461,0
2893,1.033,8.382963531669866,5,5,0.9998013377189636,0.8,0
2894,2.529,20.523247600767757,15,14,0.8823657035827637,0.9655172413793104,0
2895,1.212,9.83557773512476,6,6,0.9964250922203064,1.0,0
2896,1.275,10.3468330134357,14,13,0.9962440133094788,0.9629629629629628,0
2897,1.315,6.818075224200241,13,10,0.8612390756607056,0.8695652173913043,0
2898,1.34,6.947696426181235,3,3,0.9073482751846312,1.0,0
2899,1.036,5.371502610092357,4,4,0.9990868568420409,1.0,0
2900,1.676,8.689805380805781,11,10,0.9248080849647522,0.19047619047619047,0
2901,1.085,5.625560165975105,12,12,0.9972470998764038,1.0,0
2902,1.019,5.283360192745282,8,7,0.996471107006073,0.9333333333333332,0
2903,0.907,6.020174694331233,5,5,0.994909942150116,0.8,0
2904,2.063,13.693076509818454,7,7,0.9995041489601136,1.0,0
2905,1.26,8.36319748054835,17,15,0.851384699344635,0.75,0
2906,1.168,7.752551315301963,11,11,0.9405543208122252,0.9090909090909092,0
2907,1.081,5.4557521008403365,4,4,0.996740221977234,1.0,0
2908,1.586,8.004461454146876,10,10,0.8048018813133241,0.9,0
2909,1.308,6.601409572524662,5,5,0.9816197752952576,0.8,0
2910,1.499,7.565376872488125,7,7,0.9994235038757324,1.0,0
2911,1.775,6.089118759917001,5,5,0.9999750256538392,1.0,0
2912,2.095,7.1868753814231665,5,5,0.9115676879882812,1.0,0
2913,2.276,7.8077939704625905,9,9,0.9993888139724731,1.0,0
2914,2.047,7.022211888197242,7,7,0.999844253063202,1.0,0
2915,4.211,54.322710647119806,7,6,0.9996792674064636,0.9230769230769232,0
2916,2.542,32.7922893528802,14,14,0.9615578055381776,0.9285714285714286,0
2917,1.334,5.335490961125684,8,8,0.9999555349349976,1.0,0
2918,1.631,6.523377629382304,10,10,0.9986745715141296,1.0,0
2920,4.651,18.602225232530408,3,3,0.9998093843460084,1.0,0
2921,1.102,4.407579489625567,6,6,0.9998738169670104,1.0,0
2922,1.785,7.1393188647746255,7,7,0.9999982118606568,1.0,0
2923,9.128,36.50851686143572,10,10,0.8597128391265869,1.0,0
2924,3.014,11.88918775818416,4,4,0.9664481878280641,1.0,0
2925,6.188,24.40952018833563,5,5,0.998180329799652,1.0,0
2926,7.376,29.095769377692886,3,3,0.9067378044128418,0.6666666666666666,0
2927,2.019,7.964256829387464,8,8,0.9986460208892822,1.0,0
2928,2.339,9.22654617332208,12,12,0.8528853058815002,0.0,0
2929,1.577,6.220719673077778,16,14,0.8281716704368591,0.7333333333333333,0
2930,2.646,12.765133155637967,7,7,0.9984748363494872,1.0,0
2931,2.652,12.79407903580948,16,14,0.9979987144470216,0.9333333333333332,0
2932,1.678,8.095197821300268,7,8,0.99996680021286,0.9333333333333332,0
2933,1.653,7.974589987252289,11,10,0.9641030430793762,0.09523809523809523,0
2934,3.522,13.442941848906559,6,6,0.9618895053863524,0.6666666666666666,1
2935,1.429,5.454277087475148,4,4,0.9752078652381896,1.0,0
2936,2.622,10.007777833001988,7,7,0.9995260834693908,1.0,0
2937,4.499,17.172003230616305,11,11,0.9776139855384828,0.09090909090909093,0
2938,2.593,7.8831316426745595,10,10,0.984602153301239,1.0,0
2939,1.929,5.8644662316695815,8,8,0.9638932347297668,1.0,0
2940,2.026,6.1593616305663925,17,16,0.8226630091667175,0.9696969696969696,0
2941,2.579,7.84056942015337,4,4,0.9954004883766174,1.0,0
2942,5.739,17.447471074936097,9,9,0.9997965693473816,1.0,0
2943,0.962,10.972,16,10,0.2825222611427307,0.0,1
2944,2.922,20.322594587316548,5,5,0.9999365210533142,1.0,0
2945,1.372,9.542299717247879,5,5,0.9961159825325012,1.0,0
2946,2.675,18.60470243705399,6,6,0.9999539852142334,1.0,0
2949,2.02,14.049158475831426,8,7,0.9934791326522828,0.9333333333333332,0
2950,1.789,12.442546788743776,5,5,0.9999870657920836,1.0,0
2951,1.617,6.873008239549838,5,5,0.991175651550293,1.0,0
