,data_id,crop_id,prob,human_len,ai_len,crop_time,image_time,similarity,correct,orig_image
45,8a51aa62-0144-4c6e-85bc-53da76dbcf2c,2,0.5713939666748047,10,13,645,3467.32465776576,0.17391304347826084,0,https://task-data-bucket.s3.ap-northeast-2.amazonaws.com/%EC%8B%9D%ED%92%88%20%ED%8F%AC%EC%9E%A5%EC%A7%80%20%EC%9D%B8%EC%8B%9D_4ff5f94d-694d-420e-b7d6-0ccad18eb1f1/c2cf64b2-8534-4ab5-a883-a1d3410afdba/1571307183164-71.jpeg
46,8a51aa62-0144-4c6e-85bc-53da76dbcf2c,3,0.954367220401764,10,9,1670,8977.414230184215,0.7368421052631579,0,https://task-data-bucket.s3.ap-northeast-2.amazonaws.com/%EC%8B%9D%ED%92%88%20%ED%8F%AC%EC%9E%A5%EC%A7%80%20%EC%9D%B8%EC%8B%9D_4ff5f94d-694d-420e-b7d6-0ccad18eb1f1/c2cf64b2-8534-4ab5-a883-a1d3410afdba/1571307183164-71.jpeg
47,f2e4d791-5496-406a-96cf-3be4fc66b09c,0,0.6931310296058655,1,6,1175,5336.0,0.0,0,https://task-data-bucket.s3.ap-northeast-2.amazonaws.com/%EC%8B%9D%ED%92%88%20%ED%8F%AC%EC%9E%A5%EC%A7%80%20%EC%9D%B8%EC%8B%9D_4ff5f94d-694d-420e-b7d6-0ccad18eb1f1/5d4b121c-d331-4c64-8811-524a38e3e31b/1571650135859-7.jpeg
48,b34df372-4264-4c49-bd14-0f7d49c48287,0,0.5226141214370728,1,3,751,5583.0,0.0,0,https://task-data-bucket.s3.ap-northeast-2.amazonaws.com/%EC%8B%9D%ED%92%88%20%ED%8F%AC%EC%9E%A5%EC%A7%80%20%EC%9D%B8%EC%8B%9D_4ff5f94d-694d-420e-b7d6-0ccad18eb1f1/5d4b121c-d331-4c64-8811-524a38e3e31b/1571650135556-6.jpeg
49,8c595240-df86-4497-a25e-360ca013320c,0,0.9997388124465942,13,12,2431,16636.211172834675,0.96,1,https://task-data-bucket.s3.ap-northeast-2.amazonaws.com/%EC%8B%9D%ED%92%88+%ED%8F%AC%EC%9E%A5%EC%A7%80+%EC%9D%B8%EC%8B%9D_4ff5f94d-694d-420e-b7d6-0ccad18eb1f1/1582fde8-f56c-49a1-8fed-64ff833115cd/1570943020366-90d3766d-bb1b-41fe-93fd-eb6f873fb4f3_4.f9eb8ffc32c0e4891ab723db8b070eb6.png
50,8c595240-df86-4497-a25e-360ca013320c,1,0.9565467834472656,13,12,5692,38952.41217432127,0.08,1,https://task-data-bucket.s3.ap-northeast-2.amazonaws.com/%EC%8B%9D%ED%92%88+%ED%8F%AC%EC%9E%A5%EC%A7%80+%EC%9D%B8%EC%8B%9D_4ff5f94d-694d-420e-b7d6-0ccad18eb1f1/1582fde8-f56c-49a1-8fed-64ff833115cd/1570943020366-90d3766d-bb1b-41fe-93fd-eb6f873fb4f3_4.f9eb8ffc32c0e4891ab723db8b070eb6.png
51,8c595240-df86-4497-a25e-360ca013320c,4,0.8921283483505249,11,12,2448,16752.54831390345,0.7826086956521741,1,https://task-data-bucket.s3.ap-northeast-2.amazonaws.com/%EC%8B%9D%ED%92%88+%ED%8F%AC%EC%9E%A5%EC%A7%80+%EC%9D%B8%EC%8B%9D_4ff5f94d-694d-420e-b7d6-0ccad18eb1f1/1582fde8-f56c-49a1-8fed-64ff833115cd/1570943020366-90d3766d-bb1b-41fe-93fd-eb6f873fb4f3_4.f9eb8ffc32c0e4891ab723db8b070eb6.png
52,8c595240-df86-4497-a25e-360ca013320c,5,0.4191184639930725,31,19,3809,26066.362960644703,0.16,1,https://task-data-bucket.s3.ap-northeast-2.amazonaws.com/%EC%8B%9D%ED%92%88+%ED%8F%AC%EC%9E%A5%EC%A7%80+%EC%9D%B8%EC%8B%9D_4ff5f94d-694d-420e-b7d6-0ccad18eb1f1/1582fde8-f56c-49a1-8fed-64ff833115cd/1570943020366-90d3766d-bb1b-41fe-93fd-eb6f873fb4f3_4.f9eb8ffc32c0e4891ab723db8b070eb6.png
53,8c595240-df86-4497-a25e-360ca013320c,6,0.9449931383132936,6,7,2284,15630.237070651749,0.9230769230769232,1,https://task-data-bucket.s3.ap-northeast-2.amazonaws.com/%EC%8B%9D%ED%92%88+%ED%8F%AC%EC%9E%A5%EC%A7%80+%EC%9D%B8%EC%8B%9D_4ff5f94d-694d-420e-b7d6-0ccad18eb1f1/1582fde8-f56c-49a1-8fed-64ff833115cd/1570943020366-90d3766d-bb1b-41fe-93fd-eb6f873fb4f3_4.f9eb8ffc32c0e4891ab723db8b070eb6.png
54,8c595240-df86-4497-a25e-360ca013320c,7,0.3700734674930573,44,18,4122,28208.335028558016,0.12903225806451613,1,https://task-data-bucket.s3.ap-northeast-2.amazonaws.com/%EC%8B%9D%ED%92%88+%ED%8F%AC%EC%9E%A5%EC%A7%80+%EC%9D%B8%EC%8B%9D_4ff5f94d-694d-420e-b7d6-0ccad18eb1f1/1582fde8-f56c-49a1-8fed-64ff833115cd/1570943020366-90d3766d-bb1b-41fe-93fd-eb6f873fb4f3_4.f9eb8ffc32c0e4891ab723db8b070eb6.png
